id,period,model,rule,piq,y,irate,rrate,pi
17,12,"NK_BGG99","Growth",.0101756,.1295776,.0271302,.019844,.0172083
17,13,"NK_BGG99","Growth",.0072861,.1246562,.0219379,.0170122,.0125448
17,14,"NK_BGG99","Growth",.0049257,.120162,.0171747,.014239,.0090651
17,15,"NK_BGG99","Growth",.0029357,.1159798,.0128623,.0116368,.0063308
17,16,"NK_BGG99","Growth",.0012255,.1120448,.0089901,.0092502,.0040932
17,17,"NK_BGG99","Growth",-.0002601,.108319,.0055279,.0070858,.0022067
17,18,"NK_BGG99","Growth",-.0015579,.1047769,.0024425,.0051368,.0005858
17,19,"NK_BGG99","Growth",-.0026943,.1014002,-.0002987,.0033905,-.0008217
17,20,"NK_BGG99","Growth",-.0036893,.0981749,-.0027267,.0018322,-.0020504
17,21,"NK_BGG99","Growth",-.0045589,.0950897,-.0048706,.000446,-.0031251
17,22,"NK_BGG99","Growth",-.0053166,.0921349,-.0067575,-.0007834,-.0040648
17,23,"NK_BGG99","Growth",-.0059741,.0893022,-.0084121,-.0018705,-.0048847
17,24,"NK_BGG99","Growth",-.0065417,.086584,-.0098571,-.0028287,-.0055978
17,25,"NK_BGG99","Growth",-.0070284,.0839735,-.0111131,-.0036705,-.0062152
17,26,"NK_BGG99","Growth",-.0074426,.0814643,-.0121987,-.004407,-.0067467
17,27,"NK_BGG99","Growth",-.0077916,.0790508,-.0131308,-.0050487,-.0072011
17,28,"NK_BGG99","Growth",-.0080822,.0767276,-.013925,-.0056048,-.0075862
17,29,"NK_BGG99","Growth",-.0083202,.0744899,-.0145951,-.0060838,-.0079092
17,30,"NK_BGG99","Growth",-.0085113,.0723332,-.0151539,-.0064935,-.0081763
17,31,"NK_BGG99","Growth",-.0086603,.0702531,-.0156127,-.0068409,-.0083935
17,32,"NK_BGG99","Growth",-.0087718,.0682459,-.0159819,-.0071322,-.0085659
17,33,"NK_BGG99","Growth",-.0088498,.0663079,-.0162711,-.0073732,-.0086983
17,34,"NK_BGG99","Growth",-.0088979,.0644358,-.0164886,-.0075691,-.0087949
17,35,"NK_BGG99","Growth",-.0089194,.0626263,-.0166422,-.0077247,-.0088597
17,36,"NK_BGG99","Growth",-.0089175,.0608767,-.0167388,-.0078442,-.0088961
17,37,"NK_BGG99","Growth",-.0088947,.0591841,-.0167849,-.0079314,-.0089074
17,38,"NK_BGG99","Growth",-.0088534,.057546,-.016786,-.0079899,-.0088963
17,39,"NK_BGG99","Growth",-.0087961,.05596,-.0167473,-.0080228,-.0088654
17,40,"NK_BGG99","Growth",-.0087245,.0544239,-.0166735,-.008033,-.0088172
17,41,"NK_BGG99","Growth",-.0086405,.0529355,-.0165688,-.008023,-.0087536
17,42,"NK_BGG99","Growth",-.0085458,.051493,-.016437,-.0079952,-.0086767
17,43,"NK_BGG99","Growth",-.0084418,.0500945,-.0162815,-.0079518,-.0085881
17,44,"NK_BGG99","Growth",-.0083297,.0487381,-.0161054,-.0078945,-.0084894
17,45,"NK_BGG99","Growth",-.0082109,.0474224,-.0159114,-.0078252,-.008382
17,46,"NK_BGG99","Growth",-.0080863,.0461456,-.0157022,-.0077453,-.0082671
17,47,"NK_BGG99","Growth",-.0079569,.0449065,-.0154799,-.0076563,-.0081459
17,48,"NK_BGG99","Growth",-.0078235,.0437035,-.0152465,-.0075595,-.0080194
17,49,"NK_BGG99","Growth",-.007687,.0425354,-.0150039,-.0074559,-.0078884
17,50,"NK_BGG99","Growth",-.007548,.0414008,-.0147537,-.0073466,-.0077538
17,51,"NK_BGG99","Growth",-.0074071,.0402988,-.0144974,-.0072325,-.0076164
17,52,"NK_BGG99","Growth",-.0072649,.039228,-.0142363,-.0071144,-.0074768
17,53,"NK_BGG99","Growth",-.0071219,.0381876,-.0139715,-.006993,-.0073355
17,54,"NK_BGG99","Growth",-.0069785,.0371763,-.0137041,-.0068691,-.0071931
17,55,"NK_BGG99","Growth",-.006835,.0361933,-.013435,-.0067432,-.0070501
17,56,"NK_BGG99","Growth",-.0066919,.0352377,-.0131651,-.0066158,-.0069068
17,57,"NK_BGG99","Growth",-.0065494,.0343085,-.0128951,-.0064873,-.0067637
17,58,"NK_BGG99","Growth",-.0064078,.033405,-.0126256,-.0063584,-.006621
17,59,"NK_BGG99","Growth",-.0062673,.0325263,-.0123573,-.0062292,-.0064791
17,60,"NK_BGG99","Growth",-.0061281,.0316716,-.0120905,-.0061001,-.0063381
17,61,"NK_BGG99","Growth",-.0059904,.0308402,-.0118258,-.0059714,-.0061984
17,62,"NK_BGG99","Growth",-.0058544,.0300314,-.0115636,-.0058434,-.0060601
17,63,"NK_BGG99","Growth",-.0057202,.0292445,-.0113041,-.0057163,-.0059233
17,64,"NK_BGG99","Growth",-.0055878,.0284789,-.0110478,-.0055903,-.0057882
17,65,"NK_BGG99","Growth",-.0054575,.0277339,-.0107947,-.0054655,-.005655
17,66,"NK_BGG99","Growth",-.0053292,.0270089,-.0105452,-.0053421,-.0055237
17,67,"NK_BGG99","Growth",-.0052031,.0263033,-.0102995,-.0052203,-.0053944
17,68,"NK_BGG99","Growth",-.0050792,.0256166,-.0100576,-.0051002,-.0052672
17,69,"NK_BGG99","Growth",-.0049574,.0249482,-.0098198,-.0049818,-.0051422
17,70,"NK_BGG99","Growth",-.004838,.0242977,-.009586,-.0048652,-.0050194
17,71,"NK_BGG99","Growth",-.0047208,.0236644,-.0093565,-.0047505,-.0048989
17,72,"NK_BGG99","Growth",-.004606,.0230479,-.0091311,-.0046377,-.0047806
17,73,"NK_BGG99","Growth",-.0044934,.0224477,-.0089101,-.004527,-.0046645
17,74,"NK_BGG99","Growth",-.0043831,.0218634,-.0086934,-.0044182,-.0045508
17,75,"NK_BGG99","Growth",-.0042752,.0212945,-.0084811,-.0043116,-.0044394
17,76,"NK_BGG99","Growth",-.0041695,.0207407,-.0082731,-.0042069,-.0043303
17,77,"NK_BGG99","Growth",-.0040662,.0202014,-.0080694,-.0041044,-.0042235
17,78,"NK_BGG99","Growth",-.003965,.0196763,-.0078701,-.0040039,-.004119
17,79,"NK_BGG99","Growth",-.0038662,.019165,-.007675,-.0039055,-.0040167
17,80,"NK_BGG99","Growth",-.0037695,.0186672,-.0074842,-.0038092,-.0039167
17,81,"NK_BGG99","Growth",-.0036751,.0181824,-.0072977,-.0037149,-.003819
17,82,"NK_BGG99","Growth",-.0035828,.0177103,-.0071153,-.0036227,-.0037234
17,83,"NK_BGG99","Growth",-.0034926,.0172505,-.006937,-.0035325,-.00363
17,84,"NK_BGG99","Growth",-.0034045,.0168028,-.0067628,-.0034443,-.0035387
17,85,"NK_BGG99","Growth",-.0033185,.0163668,-.0065927,-.0033581,-.0034496
17,86,"NK_BGG99","Growth",-.0032346,.0159422,-.0064265,-.0032739,-.0033625
17,87,"NK_BGG99","Growth",-.0031526,.0155287,-.0062642,-.0031916,-.0032776
17,88,"NK_BGG99","Growth",-.0030726,.015126,-.0061057,-.0031112,-.0031946
17,89,"NK_BGG99","Growth",-.0029945,.0147337,-.005951,-.0030327,-.0031136
17,90,"NK_BGG99","Growth",-.0029183,.0143517,-.0058,-.002956,-.0030345
17,91,"NK_BGG99","Growth",-.002844,.0139797,-.0056526,-.0028812,-.0029574
17,92,"NK_BGG99","Growth",-.0027715,.0136173,-.0055088,-.0028081,-.0028821
17,93,"NK_BGG99","Growth",-.0027007,.0132643,-.0053685,-.0027368,-.0028086
17,94,"NK_BGG99","Growth",-.0026317,.0129206,-.0052317,-.0026672,-.002737
17,95,"NK_BGG99","Growth",-.0025644,.0125858,-.0050981,-.0025993,-.0026671
17,96,"NK_BGG99","Growth",-.0024988,.0122597,-.0049679,-.0025331,-.0025989
17,97,"NK_BGG99","Growth",-.0024348,.011942,-.0048409,-.0024685,-.0025324
17,98,"NK_BGG99","Growth",-.0023724,.0116327,-.004717,-.0024054,-.0024676
17,99,"NK_BGG99","Growth",-.0023116,.0113313,-.0045962,0,-.0024044
18,1,"NK_BGG99","Inertial_Taylor",-4.59e-16,1.027641,-.8715448,-1.280857,-9.96e-17
18,2,"NK_BGG99","Inertial_Taylor",.409312,.5646363,-.5447061,-.6656257,.102328
18,3,"NK_BGG99","Inertial_Taylor",.1209196,.315001,-.3194452,-.313145,.1325579
18,4,"NK_BGG99","Inertial_Taylor",-.0063002,.1876358,-.1670109,-.1142362,.1309829
18,5,"NK_BGG99","Inertial_Taylor",-.0527747,.1293492,-.0649185,-.0010728,.1177892
18,6,"NK_BGG99","Inertial_Taylor",-.0638457,.1103329,-.0350849,.0301304,-.0005002
18,7,"NK_BGG99","Inertial_Taylor",-.0652153,.1034296,-.0310227,.0336859,-.047034
18,8,"NK_BGG99","Inertial_Taylor",-.0647086,.0994318,-.0339516,.0301462,-.0616361
18,9,"NK_BGG99","Inertial_Taylor",-.0640978,.0958803,-.0376537,.0258921,-.0644669
18,10,"NK_BGG99","Inertial_Taylor",-.0635458,.0924004,-.0408372,.0221411,-.0643919
18,11,"NK_BGG99","Inertial_Taylor",-.0629783,.0890201,-.0434376,.0189105,-.0638327
18,12,"NK_BGG99","Inertial_Taylor",-.0623481,.0857831,-.0455713,.016073,-.0632425
18,13,"NK_BGG99","Inertial_Taylor",-.0616443,.0827024,-.0473266,.0135451,-.0626291
18,14,"NK_BGG99","Inertial_Taylor",-.0608717,.0797741,-.0487584,.0112809,-.0619606
18,15,"NK_BGG99","Inertial_Taylor",-.0600393,.0769892,-.0499049,.0092513,-.0612259
18,16,"NK_BGG99","Inertial_Taylor",-.0591561,.0743381,-.0507968,.0074334,-.0604279
18,17,"NK_BGG99","Inertial_Taylor",-.0582303,.0718118,-.0514615,.0058074,-.0595744
18,18,"NK_BGG99","Inertial_Taylor",-.0572689,.0694019,-.0519236,.0043551,-.0586737
18,19,"NK_BGG99","Inertial_Taylor",-.0562786,.0671008,-.0522051,.00306,-.0577335
18,20,"NK_BGG99","Inertial_Taylor",-.0552652,.0649016,-.0523264,.0019072,-.0567607
18,21,"NK_BGG99","Inertial_Taylor",-.0542337,.0627979,-.0523057,.000883,-.0557616
18,22,"NK_BGG99","Inertial_Taylor",-.0531887,.0607838,-.0521594,-.0000249,-.0547415
18,23,"NK_BGG99","Inertial_Taylor",-.0521345,.0588539,-.0519023,-.0008278,-.0537055
18,24,"NK_BGG99","Inertial_Taylor",-.0510746,.0570031,-.0515481,-.0015358,-.0526579
18,25,"NK_BGG99","Inertial_Taylor",-.0500123,.0552268,-.0511086,-.0021582,-.0516025
18,26,"NK_BGG99","Inertial_Taylor",-.0489504,.0535208,-.050595,-.0027034,-.0505429
18,27,"NK_BGG99","Inertial_Taylor",-.0478916,.0518811,-.0500169,-.0031789,-.0494822
18,28,"NK_BGG99","Inertial_Taylor",-.046838,.0503041,-.0493833,-.0035917,-.0484231
18,29,"NK_BGG99","Inertial_Taylor",-.0457916,.0487863,-.0487022,-.0039479,-.0473679
18,30,"NK_BGG99","Inertial_Taylor",-.0447542,.0473246,-.0479806,-.0042534,-.0463189
18,31,"NK_BGG99","Inertial_Taylor",-.0437273,.0459162,-.0472251,-.004513,-.0452778
18,32,"NK_BGG99","Inertial_Taylor",-.0427121,.0445583,-.0464414,-.0047317,-.0442463
18,33,"NK_BGG99","Inertial_Taylor",-.0417098,.0432483,-.0456347,-.0049134,-.0432258
18,34,"NK_BGG99","Inertial_Taylor",-.0407213,.041984,-.0448096,-.0050622,-.0422176
18,35,"NK_BGG99","Inertial_Taylor",-.0397475,.0407632,-.0439703,-.0051813,-.0412226
18,36,"NK_BGG99","Inertial_Taylor",-.038789,.0395838,-.0431205,-.005274,-.0402419
18,37,"NK_BGG99","Inertial_Taylor",-.0378464,.0384439,-.0422634,-.0053431,-.039276
18,38,"NK_BGG99","Inertial_Taylor",-.0369203,.0373418,-.041402,-.0053911,-.0383258
18,39,"NK_BGG99","Inertial_Taylor",-.0360109,.0362757,-.0405389,-.0054204,-.0373916
18,40,"NK_BGG99","Inertial_Taylor",-.0351185,.0352441,-.0396764,-.005433,-.036474
18,41,"NK_BGG99","Inertial_Taylor",-.0342434,.0342456,-.0388166,-.0054309,-.0355733
18,42,"NK_BGG99","Inertial_Taylor",-.0333857,.0332787,-.0379612,-.0054157,-.0346896
18,43,"NK_BGG99","Inertial_Taylor",-.0325455,.0323422,-.0371118,-.0053891,-.0338233
18,44,"NK_BGG99","Inertial_Taylor",-.0317228,.0314349,-.0362699,-.0053523,-.0329743
18,45,"NK_BGG99","Inertial_Taylor",-.0309176,.0305556,-.0354366,-.0053067,-.0321429
18,46,"NK_BGG99","Inertial_Taylor",-.0301299,.0297031,-.0346129,-.0052534,-.0313289
18,47,"NK_BGG99","Inertial_Taylor",-.0293595,.0288766,-.0337997,-.0051934,-.0305324
18,48,"NK_BGG99","Inertial_Taylor",-.0286064,.028075,-.0329979,-.0051276,-.0297533
18,49,"NK_BGG99","Inertial_Taylor",-.0278703,.0272974,-.0322081,-.0050569,-.0289915
18,50,"NK_BGG99","Inertial_Taylor",-.0271512,.0265429,-.0314308,-.004982,-.0282468
18,51,"NK_BGG99","Inertial_Taylor",-.0264488,.0258107,-.0306664,-.0049035,-.0275192
18,52,"NK_BGG99","Inertial_Taylor",-.0257629,.0251,-.0299155,-.0048222,-.0268083
18,53,"NK_BGG99","Inertial_Taylor",-.0250933,.02441,-.0291781,-.0047384,-.026114
18,54,"NK_BGG99","Inertial_Taylor",-.0244397,.0237402,-.0284546,-.0046528,-.0254362
18,55,"NK_BGG99","Inertial_Taylor",-.0238019,.0230897,-.0277452,-.0045656,-.0247744
18,56,"NK_BGG99","Inertial_Taylor",-.0231795,.0224579,-.0270499,-.0044774,-.0241286
18,57,"NK_BGG99","Inertial_Taylor",-.0225725,.0218442,-.0263688,-.0043884,-.0234984
18,58,"NK_BGG99","Inertial_Taylor",-.0219804,.021248,-.0257019,-.004299,-.0228836
18,59,"NK_BGG99","Inertial_Taylor",-.021403,.0206688,-.0250493,-.0042093,-.0222838
18,60,"NK_BGG99","Inertial_Taylor",-.0208399,.020106,-.0244108,-.0041198,-.0216989
18,61,"NK_BGG99","Inertial_Taylor",-.020291,.019559,-.0237865,-.0040305,-.0211286
18,62,"NK_BGG99","Inertial_Taylor",-.0197559,.0190275,-.0231761,-.0039417,-.0205725
18,63,"NK_BGG99","Inertial_Taylor",-.0192344,.0185108,-.0225796,-.0038535,-.0200303
18,64,"NK_BGG99","Inertial_Taylor",-.0187261,.0180086,-.0219968,-.0037661,-.0195019
18,65,"NK_BGG99","Inertial_Taylor",-.0182307,.0175204,-.0214276,-.0036796,-.0189868
18,66,"NK_BGG99","Inertial_Taylor",-.017748,.0170458,-.0208718,-.003594,-.0184848
18,67,"NK_BGG99","Inertial_Taylor",-.0172777,.0165844,-.0203292,-.0035096,-.0179956
18,68,"NK_BGG99","Inertial_Taylor",-.0168195,.0161357,-.0197995,-.0034264,-.017519
18,69,"NK_BGG99","Inertial_Taylor",-.0163732,.0156994,-.0192827,-.0033443,-.0170546
18,70,"NK_BGG99","Inertial_Taylor",-.0159384,.0152752,-.0187785,-.0032636,-.0166022
18,71,"NK_BGG99","Inertial_Taylor",-.0155148,.0148626,-.0182866,-.0031843,-.0161615
18,72,"NK_BGG99","Inertial_Taylor",-.0151023,.0144614,-.0178068,-.0031063,-.0157322
18,73,"NK_BGG99","Inertial_Taylor",-.0147005,.0140712,-.017339,-.0030297,-.015314
18,74,"NK_BGG99","Inertial_Taylor",-.0143092,.0136917,-.0168828,-.0029546,-.0149067
18,75,"NK_BGG99","Inertial_Taylor",-.0139282,.0133225,-.0164381,-.0028809,-.0145101
18,76,"NK_BGG99","Inertial_Taylor",-.0135571,.0129635,-.0160045,-.0028087,-.0141238
18,77,"NK_BGG99","Inertial_Taylor",-.0131958,.0126142,-.0155819,-.002738,-.0137476
18,78,"NK_BGG99","Inertial_Taylor",-.0128439,.0122745,-.0151701,-.0026688,-.0133813
18,79,"NK_BGG99","Inertial_Taylor",-.0125013,.011944,-.0147688,-.002601,-.0130245
18,80,"NK_BGG99","Inertial_Taylor",-.0121678,.0116225,-.0143777,-.0025347,-.0126772
18,81,"NK_BGG99","Inertial_Taylor",-.011843,.0113098,-.0139967,-.0024699,-.012339
18,82,"NK_BGG99","Inertial_Taylor",-.0115268,.0110055,-.0136255,-.0024065,-.0120097
18,83,"NK_BGG99","Inertial_Taylor",-.011219,.0107095,-.0132639,-.0023446,-.0116892
18,84,"NK_BGG99","Inertial_Taylor",-.0109193,.0104215,-.0129116,-.0022841,-.011377
18,85,"NK_BGG99","Inertial_Taylor",-.0106276,.0101413,-.0125685,-.002225,-.0110732
18,86,"NK_BGG99","Inertial_Taylor",-.0103435,.0098687,-.0122343,-.0021672,-.0107773
18,87,"NK_BGG99","Inertial_Taylor",-.010067,.0096035,-.0119088,-.0021109,-.0104894
18,88,"NK_BGG99","Inertial_Taylor",-.0097979,.0093454,-.0115918,-.0020559,-.010209
18,89,"NK_BGG99","Inertial_Taylor",-.0095359,.0090943,-.0112831,-.0020022,-.0099361
18,90,"NK_BGG99","Inertial_Taylor",-.0092808,.00885,-.0109825,-.0019499,-.0096704
18,91,"NK_BGG99","Inertial_Taylor",-.0090326,.0086123,-.0106897,-.0018988,-.0094118
18,92,"NK_BGG99","Inertial_Taylor",-.0087909,.008381,-.0104047,-.001849,-.0091601
18,93,"NK_BGG99","Inertial_Taylor",-.0085557,.0081559,-.0101272,-.0018004,-.008915
18,94,"NK_BGG99","Inertial_Taylor",-.0083268,.007937,-.0098569,-.001753,-.0086765
18,95,"NK_BGG99","Inertial_Taylor",-.0081039,.0077239,-.0095938,-.0017069,-.0084443
18,96,"NK_BGG99","Inertial_Taylor",-.007887,.0075165,-.0093377,-.0016618,-.0082183
18,97,"NK_BGG99","Inertial_Taylor",-.0076759,.0073147,-.0090883,-.001618,-.0079984
18,98,"NK_BGG99","Inertial_Taylor",-.0074704,.0071184,-.0088455,-.0015752,-.0077843
18,99,"NK_BGG99","Inertial_Taylor",-.0072703,.0069274,-.0086092,0,-.0075759
20,1,"NK_BGG99","Taylor",1.17e-17,.3111986,-.8444007,-.8352006,1.08e-17
20,2,"NK_BGG99","Taylor",-.0092001,.0341141,.013607,.022812,-.0023
20,3,"NK_BGG99","Taylor",-.009205,.0335662,.0098812,.0196566,-.0046013
20,4,"NK_BGG99","Taylor",-.0097754,.0327623,.0058135,.0165018,-.0070451
20,5,"NK_BGG99","Taylor",-.0106883,.0316492,.0012488,.0129389,-.0097172
20,6,"NK_BGG99","Taylor",-.0116902,.0300572,-.000481,.0119384,-.0103397
20,7,"NK_BGG99","Taylor",-.0124194,.0287384,-.0023458,.0106671,-.0111433
20,8,"NK_BGG99","Taylor",-.0130129,.0275473,-.0041554,.0093598,-.0119527
20,9,"NK_BGG99","Taylor",-.0135152,.0264217,-.0057783,.0081543,-.0126594
20,10,"NK_BGG99","Taylor",-.0139325,.0253489,-.0071555,.0071101,-.01322
20,11,"NK_BGG99","Taylor",-.0142656,.024339,-.0083529,.0061712,-.0136816
20,12,"NK_BGG99","Taylor",-.0145241,.0233875,-.0093953,.0053216,-.0140594
20,13,"NK_BGG99","Taylor",-.0147168,.0224887,-.0102953,.0045559,-.0143598
20,14,"NK_BGG99","Taylor",-.0148512,.0216384,-.011065,.0038684,-.0145894
20,15,"NK_BGG99","Taylor",-.0149334,.0208331,-.011718,.0032512,-.0147564
20,16,"NK_BGG99","Taylor",-.0149692,.0200699,-.0122666,.0026975,-.0148677
20,17,"NK_BGG99","Taylor",-.014964,.0193455,-.0127214,.0022011,-.0149295
20,18,"NK_BGG99","Taylor",-.0149225,.0186574,-.0130922,.0017568,-.0149473
20,19,"NK_BGG99","Taylor",-.0148491,.018003,-.0133878,.0013597,-.0149262
20,20,"NK_BGG99","Taylor",-.0147475,.01738,-.0136162,.0010052,-.0148708
20,21,"NK_BGG99","Taylor",-.0146214,.0167863,-.0137845,.0006893,-.0147851
20,22,"NK_BGG99","Taylor",-.0144738,.01622,-.0138994,.0004083,-.014673
20,23,"NK_BGG99","Taylor",-.0143077,.0156794,-.0139667,.0001588,-.0145376
20,24,"NK_BGG99","Taylor",-.0141255,.0151627,-.0139918,-.0000622,-.0143821
20,25,"NK_BGG99","Taylor",-.0139297,.0146685,-.0139795,-.0002574,-.0142092
20,26,"NK_BGG99","Taylor",-.0137221,.0141953,-.0139342,-.0004294,-.0140213
20,27,"NK_BGG99","Taylor",-.0135048,.013742,-.0138598,-.0005804,-.0138205
20,28,"NK_BGG99","Taylor",-.0132794,.0133073,-.0137598,-.0007125,-.013609
20,29,"NK_BGG99","Taylor",-.0130473,.0128902,-.0136375,-.0008275,-.0133884
20,30,"NK_BGG99","Taylor",-.01281,.0124896,-.0134958,-.0009272,-.0131604
20,31,"NK_BGG99","Taylor",-.0125686,.0121046,-.0133372,-.001013,-.0129263
20,32,"NK_BGG99","Taylor",-.0123242,.0117344,-.0131641,-.0010864,-.0126875
20,33,"NK_BGG99","Taylor",-.0120777,.0113781,-.0129786,-.0011487,-.0124451
20,34,"NK_BGG99","Taylor",-.01183,.011035,-.0127826,-.0012008,-.0122001
20,35,"NK_BGG99","Taylor",-.0115818,.0107045,-.0125778,-.001244,-.0119534
20,36,"NK_BGG99","Taylor",-.0113338,.0103859,-.0123658,-.0012791,-.0117058
20,37,"NK_BGG99","Taylor",-.0110866,.0100786,-.0121478,-.001307,-.011458
20,38,"NK_BGG99","Taylor",-.0108407,.009782,-.0119251,-.0013285,-.0112107
20,39,"NK_BGG99","Taylor",-.0105966,.0094957,-.0116988,-.0013442,-.0109644
20,40,"NK_BGG99","Taylor",-.0103546,.0092192,-.0114699,-.0013547,-.0107196
20,41,"NK_BGG99","Taylor",-.0101152,.0089519,-.0112392,-.0013607,-.0104768
20,42,"NK_BGG99","Taylor",-.0098785,.0086935,-.0110076,-.0013627,-.0102362
20,43,"NK_BGG99","Taylor",-.0096449,.0084437,-.0107756,-.001361,-.0099983
20,44,"NK_BGG99","Taylor",-.0094146,.0082019,-.010544,-.0013562,-.0097633
20,45,"NK_BGG99","Taylor",-.0091877,.007968,-.0103132,-.0013486,-.0095314
20,46,"NK_BGG99","Taylor",-.0089645,.0077415,-.0100837,-.0013386,-.0093029
20,47,"NK_BGG99","Taylor",-.0087451,.0075221,-.0098559,-.0013264,-.009078
20,48,"NK_BGG99","Taylor",-.0085295,.0073097,-.0096302,-.0013124,-.0088567
20,49,"NK_BGG99","Taylor",-.0083178,.0071038,-.009407,-.0012968,-.0086392
20,50,"NK_BGG99","Taylor",-.0081102,.0069042,-.0091864,-.0012797,-.0084257
20,51,"NK_BGG99","Taylor",-.0079066,.0067108,-.0089687,-.0012615,-.008216
20,52,"NK_BGG99","Taylor",-.0077072,.0065232,-.0087541,-.0012423,-.0080105
20,53,"NK_BGG99","Taylor",-.0075118,.0063413,-.0085428,-.0012223,-.0078089
20,54,"NK_BGG99","Taylor",-.0073205,.0061648,-.0083349,-.0012015,-.0076115
20,55,"NK_BGG99","Taylor",-.0071334,.0059935,-.0081306,-.0011802,-.0074182
20,56,"NK_BGG99","Taylor",-.0069503,.0058273,-.0079298,-.0011585,-.007229
20,57,"NK_BGG99","Taylor",-.0067713,.005666,-.0077328,-.0011364,-.0070439
20,58,"NK_BGG99","Taylor",-.0065964,.0055095,-.0075396,-.0011141,-.0068629
20,59,"NK_BGG99","Taylor",-.0064255,.0053574,-.0073501,-.0010916,-.0066859
20,60,"NK_BGG99","Taylor",-.0062585,.0052098,-.0071645,-.0010691,-.0065129
20,61,"NK_BGG99","Taylor",-.0060954,.0050664,-.0069827,-.0010465,-.0063439
20,62,"NK_BGG99","Taylor",-.0059362,.0049272,-.0068047,-.0010239,-.0061789
20,63,"NK_BGG99","Taylor",-.0057808,.0047919,-.0066306,-.0010015,-.0060177
20,64,"NK_BGG99","Taylor",-.0056292,.0046605,-.0064603,-.0009791,-.0058604
20,65,"NK_BGG99","Taylor",-.0054812,.0045328,-.0062939,-.000957,-.0057069
20,66,"NK_BGG99","Taylor",-.0053369,.0044088,-.0061312,-.000935,-.005557
20,67,"NK_BGG99","Taylor",-.0051961,.0042882,-.0059722,-.0009133,-.0054109
20,68,"NK_BGG99","Taylor",-.0050589,.0041711,-.0058169,-.0008919,-.0052683
20,69,"NK_BGG99","Taylor",-.004925,.0040572,-.0056653,-.0008707,-.0051292
20,70,"NK_BGG99","Taylor",-.0047946,.0039465,-.0055172,-.0008498,-.0049936
20,71,"NK_BGG99","Taylor",-.0046674,.0038389,-.0053727,-.0008293,-.0048615
20,72,"NK_BGG99","Taylor",-.0045434,.0037343,-.0052317,-.0008091,-.0047326
20,73,"NK_BGG99","Taylor",-.0044226,.0036326,-.0050942,-.0007892,-.004607
20,74,"NK_BGG99","Taylor",-.0043049,.0035338,-.00496,-.0007697,-.0044846
20,75,"NK_BGG99","Taylor",-.0041902,.0034377,-.0048291,-.0007506,-.0043653
20,76,"NK_BGG99","Taylor",-.0040785,.0033442,-.0047015,-.0007318,-.0042491
20,77,"NK_BGG99","Taylor",-.0039697,.0032533,-.0045771,-.0007134,-.0041358
20,78,"NK_BGG99","Taylor",-.0038637,.003165,-.0044558,-.0006954,-.0040255
20,79,"NK_BGG99","Taylor",-.0037604,.003079,-.0043376,-.0006777,-.0039181
20,80,"NK_BGG99","Taylor",-.0036598,.0029955,-.0042224,-.0006605,-.0038134
20,81,"NK_BGG99","Taylor",-.0035619,.0029142,-.0041101,-.0006436,-.0037114
20,82,"NK_BGG99","Taylor",-.0034665,.0028351,-.0040007,-.000627,-.0036122
20,83,"NK_BGG99","Taylor",-.0033736,.0027583,-.0038941,-.0006109,-.0035155
20,84,"NK_BGG99","Taylor",-.0032832,.0026835,-.0037902,-.0005951,-.0034213
20,85,"NK_BGG99","Taylor",-.0031952,.0026108,-.003689,-.0005796,-.0033296
20,86,"NK_BGG99","Taylor",-.0031094,.00254,-.0035905,-.0005645,-.0032404
20,87,"NK_BGG99","Taylor",-.003026,.0024712,-.0034945,-.0005498,-.0031534
20,88,"NK_BGG99","Taylor",-.0029447,.0024043,-.0034011,-.0005355,-.0030688
20,89,"NK_BGG99","Taylor",-.0028656,.0023392,-.00331,-.0005214,-.0029864
20,90,"NK_BGG99","Taylor",-.0027886,.0022759,-.0032214,-.0005077,-.0029062
20,91,"NK_BGG99","Taylor",-.0027137,.0022143,-.0031351,-.0004944,-.0028281
20,92,"NK_BGG99","Taylor",-.0026407,.0021544,-.003051,-.0004814,-.0027521
20,93,"NK_BGG99","Taylor",-.0025697,.0020961,-.0029692,-.0004687,-.0026782
20,94,"NK_BGG99","Taylor",-.0025005,.0020394,-.0028895,-.0004563,-.0026061
20,95,"NK_BGG99","Taylor",-.0024333,.0019842,-.002812,-.0004442,-.002536
20,96,"NK_BGG99","Taylor",-.0023678,.0019305,-.0027364,-.0004324,-.0024678
20,97,"NK_BGG99","Taylor",-.002304,.0018783,-.0026629,-.0004209,-.0024014
20,98,"NK_BGG99","Taylor",-.002242,.0018275,-.0025914,-.0004098,-.0023368
20,99,"NK_BGG99","Taylor",-.0021816,.0017781,-.0025217,0,-.0022738
21,1,"NK_BGUS10","Growth",.2940248,.9603642,-.8523896,-.9671835,.0735062
21,2,"NK_BGUS10","Growth",.1147939,.5636634,-.5305076,-.6308807,.1022047
21,3,"NK_BGUS10","Growth",.1003732,.4215739,-.2974472,-.3777906,.127298
21,4,"NK_BGUS10","Growth",.0803434,.3255998,-.1271165,-.1966797,.1473838
21,5,"NK_BGUS10","Growth",.0695632,.2781441,-.1463892,-.2012192,.0912684
21,6,"NK_BGUS10","Growth",.05483,.2238077,-.1236699,-.1678599,.0762774
21,7,"NK_BGUS10","Growth",.0441901,.1801614,-.0995921,-.1352034,.0622316
